Empresa;Estado;Produto;Tipo do Produto;Certificação;Tipo Símbolo
CEREALISTA PEREIRA IMP. E EXP. LTDA;MG;CELIO PEREIRA TRADICIONAL;TM;Pureza, Qualidade;Superior
CFX DO BRASIL IND. COM. EXP. E IMP.  LTDA;MG;CAMBRAIA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CFX DO BRASIL IND. COM. EXP. E IMP.  LTDA;MG;ORUM;TM;Pureza, Qualidade;Gourmet
CFX DO BRASIL IND. COM. EXP. E IMP.  LTDA;MG;ORUM GRAO;GR;Pureza, Qualidade;Gourmet
CFX DO BRASIL IND. COM. EXP. E IMP.  LTDA;MG;RUBIO;TM;Pureza, Qualidade;Gourmet
CFX DO BRASIL IND. COM. EXP. E IMP.  LTDA;MG;RUBIO GRAO;GR;Pureza, Qualidade;Gourmet
CFX DO BRASIL IND. COM. EXP. E IMP.  LTDA;MG;ZIMBRO SUPERIOR;TM;Pureza, Qualidade;Superior
CFX DO BRASIL IND. COM. EXP. E IMP.  LTDA;MG;ZIMBRO SUPERIOR EM GRAO;GR;Pureza, Qualidade;Superior
CIA. CAPITAL DE PRODS. ALIMENTICIOS;RJ;AMAZONAS ALMOFADA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
CIA. CAPITAL DE PRODS. ALIMENTICIOS;RJ;CAPITAL EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
CIA. CAPITAL DE PRODS. ALIMENTICIOS;RJ;CAPITAL GOURMET;GR;Pureza, Qualidade;Gourmet
CIA. CAPITAL DE PRODS. ALIMENTICIOS;RJ;CAPITAL GOURMET;TM;Pureza, Qualidade;Gourmet
CIA. CAPITAL DE PRODS. ALIMENTICIOS;RJ;CAPITAL SUL DE MINAS;TM;Pureza, Qualidade;Gourmet
CIA. CAPITAL DE PRODS. ALIMENTICIOS;RJ;CAPITAL SUPERIOR;GR;Pureza, Qualidade;Superior
CIA. CAPITAL DE PRODS. ALIMENTICIOS;RJ;CAPITAL SUPERIOR;TM;Pureza, Qualidade;Superior
CIA. CAPITAL DE PRODS. ALIMENTICIOS;RJ;CAPITAL TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CICAL IND. E COM. DE PRODS. ALIMS. LTDA - EPP;RO;QUENTINHO;TM;Pureza, Qualidade;Tradicional
CICAL IND. E COM. DE PRODS. ALIMS. LTDA - EPP;RO;QUENTINHO - ROBUSTA AMAZONICO;TM;Pureza, Qualidade;Gourmet
CICAL IND. E COM. DE PRODS. ALIMS. LTDA - EPP;RO;QUENTINHO EXPRESSO;GR;Pureza, Qualidade;Gourmet
CICAL IND. E COM. DE PRODS. ALIMS. LTDA - EPP;RO;QUENTINHO FORTE;TM;Pureza, Qualidade;Extraforte
CICAL IND. E COM. DE PRODS. ALIMS. LTDA - EPP;RO;QUENTINHO ROBUSTAS ESPECIAIS DA AMAZONIA;GR;Pureza, Qualidade;Gourmet
CIMO ALIMS. COM.  EXP. LTDA.;SP;CIMO EXPRESSO;GR;Pureza, Qualidade;Superior
CIMO ALIMS. COM.  EXP. LTDA.;SP;CIMO EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
CIMO ALIMS. COM.  EXP. LTDA.;SP;CIMO SUPERIOR;TM;Pureza, Qualidade;Superior
CIMO ALIMS. COM.  EXP. LTDA.;SP;CIMO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CIMO ALIMS. COM.  EXP. LTDA.;SP;GOIANIA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
CIMO ALIMS. COM.  EXP. LTDA.;SP;GOIANIA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CIMO ALIMS. COM.  EXP. LTDA.;SP;GUARANI;TM;Pureza, Qualidade;Tradicional
CIMO ALIMS. COM.  EXP. LTDA.;SP;GURI TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CIMO ALIMS. COM.  EXP. LTDA.;SP;MINEIRAO EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
CIMO ALIMS. COM.  EXP. LTDA.;SP;MINEIRAO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CIMO ALIMS. COM.  EXP. LTDA.;SP;SAFRA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CIRLEI MAURICIO RAMALHO - ME;MG;DUMONTE EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
CIRLEI MAURICIO RAMALHO - ME;MG;DUMONTE TRADICIONAL;TM;Pureza, Qualidade;Tradicional
CIRLEI MAURICIO RAMALHO - ME;MG;TIA DETE;TM;Pureza, Qualidade;Tradicional
CIRLEI MAURICIO RAMALHO - ME;MG;TIA DETE EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
COAMO AGROINDL. COOPERATIVA;PR;COAMO EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
COAMO AGROINDL. COOPERATIVA;PR;COAMO PREMIUM;GR;Pureza, Qualidade;Superior
COAMO AGROINDL. COOPERATIVA;PR;COAMO PREMIUM;TM;Pureza, Qualidade;Superior
COAMO AGROINDL. COOPERATIVA;PR;COAMO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
COAMO AGROINDL. COOPERATIVA;PR;DUALIS EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
COAMO AGROINDL. COOPERATIVA;PR;SOLLUS EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
COCAMAR - COOPERATIVA AGROINDL.;PR;COCAMAR;TM;Pureza, Qualidade;Tradicional
COCAMAR - COOPERATIVA AGROINDL.;PR;COCAMAR;GR;Pureza, Qualidade;Superior
COCAMAR - COOPERATIVA AGROINDL.;PR;COCAMAR EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
COCAMAR - COOPERATIVA AGROINDL.;PR;COCAMAR GOURMET;TM;Pureza, Qualidade;Gourmet
COCAMAR - COOPERATIVA AGROINDL.;PR;MARINGA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
COM. E DIST. DE CAFE MAZZI SANTOMAURO - ME;SP;BARONESA GOURMET;TM;Pureza, Qualidade;Gourmet
COM. E DIST. DE CAFE MAZZI SANTOMAURO - ME;SP;BARONESA GOURMET GRAO;GR;Pureza, Qualidade;Gourmet
COM. E DIST. DE CAFE MAZZI SANTOMAURO - ME;SP;BARONESA GRAN RESERVA DA FAMILIA;TM;Pureza, Qualidade;Gourmet
COM. E DIST. DE CAFE MAZZI SANTOMAURO - ME;SP;BARONESA GRAN RESERVA DA FAMILIA;CAP;Pureza, Qualidade;Intensidade 6
COM. E DIST. DE CAFE MAZZI SANTOMAURO - ME;SP;BARONESA GRAN RESERVA DA FAMILIA GRAO;GR;Pureza, Qualidade;Gourmet
COM. E DIST. DE CAFE MAZZI SANTOMAURO - ME;SP;MAZZI CAFFE;TM;Pureza, Qualidade;Gourmet
COM. E DIST. DE CAFE MAZZI SANTOMAURO - ME;SP;MAZZI CAFFE GOURMET;CAP;Pureza, Qualidade;Intensidade 5
COM. E DIST. DE CAFE MAZZI SANTOMAURO - ME;SP;MAZZI CAFFE GRAO;GR;Pureza, Qualidade;Gourmet
COM. E DIST. DE CAFE MAZZI SANTOMAURO - ME;SP;MAZZI CAFFE SUPERIOR GRAO;GR;Pureza, Qualidade;Superior
COM. E IND. DE CAFE PALMARES LTDA.;MG;ARARY;TM;Pureza, Qualidade;Tradicional
COM. E IND. DE CAFE PALMARES LTDA.;MG;SCARANO;TM;Pureza, Qualidade;Tradicional
COM. E IND. NOSSA SENHORA DA POMPEIA LTDA;SP;DA MONTANHA EXPRESSO EM GRAOS;GR;Pureza, Qualidade;Gourmet
COM. E IND. NOSSA SENHORA DA POMPEIA LTDA;SP;DA MONTANHA PREMIUM;TM;Pureza, Qualidade;Superior
COM. E IND. NOSSA SENHORA DA POMPEIA LTDA;SP;DA MONTANHA PREMIUM EM GRAOS;GR;Pureza, Qualidade;Superior
COM. E IND. NOSSA SENHORA DA POMPEIA LTDA;SP;DA MONTANHA RAIZES - BOURBON AMARELO;TM;Pureza, Qualidade;Gourmet
COM. E IND. NOSSA SENHORA DA POMPEIA LTDA;SP;DA MONTANHA RAIZES - CATUAI VERMELHO;TM;Pureza, Qualidade;Gourmet
COM. E IND. NOSSA SENHORA DA POMPEIA LTDA;SP;DA MONTANHA RAIZES - MUNDO NOVO;TM;Pureza, Qualidade;Gourmet
COM. E IND. NOSSA SENHORA DA POMPEIA LTDA;SP;DA MONTANHA SELECOES;TM;Pureza, Qualidade;Tradicional
COM. E IND. PRINCESA DO NORTE LTDA.;SP;PINDENSE;TM;Pureza, Qualidade;Tradicional
COM. E IND. PRINCESA DO NORTE LTDA.;SP;PINDENSE;GR;Pureza, Qualidade;Tradicional
COM. E IND. PRINCESA DO NORTE LTDA.;SP;PINDENSE EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
COM. E IND. PRINCESA DO NORTE LTDA.;SP;PINDENSE GOURMET;TM;Pureza, Qualidade;Gourmet
COM. E IND. PRINCESA DO NORTE LTDA.;SP;PINDENSE GOURMET;GR;Pureza, Qualidade;Gourmet
COM. E IND. PRINCESA DO NORTE LTDA.;SP;PINDENSE PREMIUM;TM;Pureza, Qualidade;Superior
COM. E IND. PRINCESA DO NORTE LTDA.;SP;VICTORIA;TM;Pureza, Qualidade;Tradicional
COM. E IND. PRINCESA DO NORTE LTDA.;SP;VICTORIA ESPRESSO;GR;Pureza, Qualidade;Superior
COM. IND. E MOAG. DE CAFE 3 COLHERES LTDA;GO;TRES COLHERES;TM;Pureza, Qualidade;Tradicional
COMERCIAL MAURISTELA LTDA;MG;RAMOS;TM;Pureza, Qualidade;Tradicional
COMERCIAL VICUNHA INDUSTRIA E COMERCIO LTDA;RN;OURO BRANCO;TM;Pureza, Qualidade;Tradicional
COMERCIAL VICUNHA INDUSTRIA E COMERCIO LTDA;RN;OURO BRANCO EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
COMERCIAL VICUNHA INDUSTRIA E COMERCIO LTDA;RN;POTY - TRADICIONAL;TM;Pureza, Qualidade;Tradicional
COMIL COM. E IND. DE ALIMENTOS LTDA.;BA;IBICOARA;TM;Pureza, Qualidade;Tradicional
COOP. AGRARIA DE CAFEIC DE SAO GABRIEL;ES;GUARDIAO EXCELENCIA;TM;Pureza, Qualidade;Gourmet
COOP. AGRARIA DE CAFEIC DE SAO GABRIEL;ES;GUARDIAO EXCELENCIA;GR;Pureza, Qualidade;Gourmet
COOP. AGRARIA DE CAFEIC DE SAO GABRIEL;ES;GUARDIAO EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
COOP. AGRARIA DE CAFEIC DE SAO GABRIEL;ES;GUARDIAO TRADICAO;TM;Pureza, Qualidade;Superior
COOP. AGRARIA DE CAFEIC DE SAO GABRIEL;ES;GUARDIAO TRADICAO;GR;Pureza, Qualidade;Superior
COOP. AGRARIA DE CAFEIC DE SAO GABRIEL;ES;GUARDIAO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
COOP. AGROP. CENTRO SERRANA COOPEAVI;ES;LIVA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
COOP. AGROP. CENTRO SERRANA COOPEAVI;ES;LIVA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
COOP. DE CAFEICULTORES E AGROP. LTDA.- COCAPEC;SP;COCAPEC;TM;Pureza, Qualidade;Superior
COOP. DE CAFEICULTORES E AGROP. LTDA.- COCAPEC;SP;LARRE EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
COOP. DE CAFEICULTORES E AGROP. LTDA.- COCAPEC;SP;LARRE GOURMET;TM;Pureza, Qualidade;Gourmet
COOP. DE CAFEICULTORES E AGROP. LTDA.- COCAPEC;SP;LARRE TRADICIONAL;TM;Pureza, Qualidade;Tradicional
COOP. DE CAFEICULTORES E AGROP. LTDA.- COCAPEC;SP;SENHOR CAFE GOURMET;TM;Pureza, Qualidade;Gourmet
COOP. DE CAFEICULTORES E AGROP. LTDA.- COCAPEC;SP;SENHOR CAFE GOURMET GRAO;GR;Pureza, Qualidade;Gourmet
COOP. DE CAFEICULTORES E AGROP. LTDA.- COCAPEC;SP;SENHOR CAFE SUPERIOR;TM;Pureza, Qualidade;Superior
COOP. DE CAFEICULTORES E AGROP. LTDA.- COCAPEC;SP;SENHOR CAFE SUPERIOR GRAO;GR;Pureza, Qualidade;Superior
COOP. DE CAFEICULTORES E AGROP. LTDA.- COCAPEC;SP;TULHA VELHA;TM;Pureza, Qualidade;Tradicional
COOP. DOS CAFEICULTORES DA ZONA DE TRES PONTAS LTDA. - COCATREL;MG;COCATREL MOKINHA INTENSO;TM;Pureza, Qualidade;Tradicional
COOP. DOS CAFEICULTORES DA ZONA DE TRES PONTAS LTDA. - COCATREL;MG;COCATREL RESERVA;GR;Pureza, Qualidade;Gourmet
COOP. DOS CAFEICULTORES DA ZONA DE TRES PONTAS LTDA. - COCATREL;MG;COCATREL RESERVA;TM;Pureza, Qualidade;Gourmet
COOP. DOS CAFEICULTORES DA ZONA DE TRES PONTAS LTDA. - COCATREL;MG;COCATREL SUPERIOR;GR;Pureza, Qualidade;Superior
COOP. DOS CAFEICULTORES DA ZONA DE TRES PONTAS LTDA. - COCATREL;MG;COCATREL SUPERIOR;TM;Pureza, Qualidade;Superior
COOP. DOS CAFEICULTORES DA ZONA DE TRES PONTAS LTDA. - COCATREL;MG;RESERVA GOURMET CEREJA DESCASCADO;TM;Pureza, Qualidade;Gourmet
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;CLASSE A  TRADICIONAL;TM;Pureza, Qualidade;Tradicional
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;CLASSIC EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;CLASSIC TRADICIONAL;TM;Pureza, Qualidade;Tradicional
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;CODIL;TM;Pureza, Qualidade;Tradicional
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;COOP EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;COOP TRADICIONAL;TM;Pureza, Qualidade;Tradicional
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;DOM INACIO;TM;Pureza, Qualidade, Sustentabilidade;Tradicional
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;DRIP COFFEE PRIMA QUALITA;TM;Pureza, Qualidade, Sustentabilidade;Gourmet
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;EVOLUTTO;TM;Pureza, Qualidade, Sustentabilidade;Superior
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;EVOLUTTO DESCAFEINADO;TM;Pureza, Qualidade, Sustentabilidade;Superior
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;EVOLUTTO ESPRESSO EM GRAO;GR;Pureza, Qualidade, Sustentabilidade;Superior
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;EVOLUTTO EXTRA FORTE;TM;Pureza, Qualidade, Sustentabilidade;Extraforte
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;EVOLUTTO PREMIUM;TM;Pureza, Qualidade, Sustentabilidade;Superior
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;EVOLUTTO TRADICIONAL;TM;Pureza, Qualidade, Sustentabilidade;Tradicional
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;EVOLUTTO TRADICIONAL;GR;Pureza, Qualidade;Tradicional
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;PORTI TRADICIONAL;TM;Pureza, Qualidade;Tradicional
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;PREZUNIC;TM;Pureza, Qualidade;Tradicional
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;PRIMA QUALITA;TM;Pureza, Qualidade, Sustentabilidade;Gourmet
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;PRIMA QUALITA;TM;Pureza, Qualidade, Sustentabilidade;Gourmet
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;PRIMA QUALITA CULTIVADO POR MULHERES;TM;Pureza, Qualidade, Sustentabilidade;Especial
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;PRIMA QUALITA EM GRAO;GR;Pureza, Qualidade, Sustentabilidade;Gourmet
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;PRIMA QUALITA ESPECIALISSIMO;TM;Pureza, Qualidade, Sustentabilidade;Especial
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;PRIMA QUALITA MISTER;TM;Pureza, Qualidade, Sustentabilidade;Superior
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;PRIMATO;TM;Pureza, Qualidade;Tradicional
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;REALTA;TM;Pureza, Qualidade;Extraforte
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;RIO DOCE EXTRA FORTE;TM;Pureza, Qualidade, Sustentabilidade;Extraforte
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;SHIBATA;TM;Pureza, Qualidade;Tradicional
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;TERRAZA EM GRAO;GR;Pureza, Qualidade, Sustentabilidade;Superior
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;TIA DORA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
COOP. REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA. - COOXUPE;MG;VEND;GR;Pureza, Qualidade;Gourmet
COOPERATIVA DOS CAFEICULTORES DO SUL DO ESTADO DO ESPIRITO SANTO;ES;CASARIO  TRADICAO;TM;Pureza, Qualidade, Sustentabilidade;Tradicional
DICASA IND. E COM. DE ALIMENTOS LTDA.;GO;CARREIRO;TM;Pureza, Qualidade;Extraforte
DICASA IND. E COM. DE ALIMENTOS LTDA.;GO;DICASA PREMIUM;TM;Pureza, Qualidade;Superior
DICASA IND. E COM. DE ALIMENTOS LTDA.;GO;MOINHO FINO;TM;Pureza, Qualidade;Tradicional
DICASA IND. E COM. DE ALIMENTOS LTDA.;GO;MOINHO FINO ESPRESSO;GR;Pureza, Qualidade;Gourmet
DICASA IND. E COM. DE ALIMENTOS LTDA.;GO;MOINHO FINO EXTRA-FORTE;TM;Pureza, Qualidade;Extraforte
DICASA IND. E COM. DE ALIMENTOS LTDA.;GO;MOINHO FINO PREMIUM;TM;Pureza, Qualidade;Superior
DIEGO WELLINTON TRZASKOS;PR;AROMA DICAFE;TM;Pureza, Qualidade;Tradicional
DPS GONCALVES IND. E COM. DE ALIMENTOS LTDA.;SP;FRATERNO EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
DPS GONCALVES IND. E COM. DE ALIMENTOS LTDA.;SP;FRATERNO GRAO GOURMET;GR;Pureza, Qualidade;Gourmet
DPS GONCALVES IND. E COM. DE ALIMENTOS LTDA.;SP;FRATERNO GRAO SUPERIOR;GR;Pureza, Qualidade;Superior
DPS GONCALVES IND. E COM. DE ALIMENTOS LTDA.;SP;FRATERNO MOIDO GOURMET;TM;Pureza, Qualidade;Gourmet
DPS GONCALVES IND. E COM. DE ALIMENTOS LTDA.;SP;FRATERNO MOIDO SUPERIOR;TM;Pureza, Qualidade;Superior
DPS GONCALVES IND. E COM. DE ALIMENTOS LTDA.;SP;FRATERNO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
E. M. RODEX IND. DE CAFE EIRELI;MG;CORACAO MINEIRO - EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
E. M. RODEX IND. DE CAFE EIRELI;MG;CORACAO MINEIRO - SUPERIOR;TM;Pureza, Qualidade;Superior
E. M. RODEX IND. DE CAFE EIRELI;MG;CORACAO MINEIRO - TRADICIONAL;TM;Pureza, Qualidade;Tradicional
E. M. RODEX IND. DE CAFE EIRELI;MG;K NATURAL EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
E. M. RODEX IND. DE CAFE EIRELI;MG;K NATURAL TRADICIONAL;TM;Pureza, Qualidade;Tradicional
E. M. RODEX IND. DE CAFE EIRELI;MG;UTELA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
E. M. RODEX IND. DE CAFE EIRELI;MG;UTELA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
FARIA TORREF. E MOAG. DE CAFE LTDA.;MT;AROMA REAL;TM;Pureza, Qualidade;Tradicional
FARIA TORREF. E MOAG. DE CAFE LTDA.;MT;DAMATA;TM;Pureza, Qualidade;Tradicional
FARIA TORREF. E MOAG. DE CAFE LTDA.;MT;EXPRESSO GOURMET;GR;Pureza, Qualidade;Gourmet
FARIA TORREF. E MOAG. DE CAFE LTDA.;MT;ROBIN;TM;Pureza, Qualidade;Tradicional
FARIA TORREF. E MOAG. DE CAFE LTDA.;MT;SABOR TROPICAL;TM;Pureza, Qualidade;Tradicional
FARIA TORREF. E MOAG. DE CAFE LTDA.;MT;SOLO CLASSICO;GR;Pureza, Qualidade;Gourmet
FARIA TORREF. E MOAG. DE CAFE LTDA.;MT;SOLO EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
FARIA TORREF. E MOAG. DE CAFE LTDA.;MT;SOLO INTENSO;GR;Pureza, Qualidade;Gourmet
FARIA TORREF. E MOAG. DE CAFE LTDA.;MT;SOLO MARCANTE;GR;Pureza, Qualidade;Gourmet
FARIA TORREF. E MOAG. DE CAFE LTDA.;MT;SOLO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
FERLIM IND. E COM. LTDA;AC;FERLIM;TM;Pureza, Qualidade;Extraforte
FERLIM IND. E COM. LTDA;AC;VOVO PUREZA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
FILHO IND. E COM. DE ALIM. LTDA;GO;DELICIOSO;TM;Pureza, Qualidade;Extraforte
FILHO IND. E COM. DE ALIM. LTDA;GO;FILHO;TM;Pureza, Qualidade;Superior
FILHO IND. E COM. DE ALIM. LTDA;GO;SAN MARCOS;TM;Pureza, Qualidade;Tradicional
FLORAO ALIMENTOS LTDA.;PR;1707 TRADICIONAL;TM;Pureza, Qualidade;Tradicional
FLORAO ALIMENTOS LTDA.;PR;ALVORADA ESPRESSO;GR;Pureza, Qualidade;Gourmet
FLORAO ALIMENTOS LTDA.;PR;ALVORADA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
FLORAO ALIMENTOS LTDA.;PR;ALVORADA SUPERIOR;TM;Pureza, Qualidade;Superior
FLORAO ALIMENTOS LTDA.;PR;ALVORADA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
FLORAO ALIMENTOS LTDA.;PR;BERGAMINI EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
FLORAO ALIMENTOS LTDA.;PR;BERGAMINI TRADICIONAL;TM;Pureza, Qualidade;Tradicional
FLORAO ALIMENTOS LTDA.;PR;BURY;TM;Pureza, Qualidade;Extraforte
FLORAO ALIMENTOS LTDA.;PR;CATURRA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
FLORAO ALIMENTOS LTDA.;PR;CERTANO;TM;Pureza, Qualidade;Tradicional
FLORAO ALIMENTOS LTDA.;PR;CM EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
FLORAO ALIMENTOS LTDA.;PR;COPERATTO EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
FLORAO ALIMENTOS LTDA.;PR;COPERATTO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
FLORAO ALIMENTOS LTDA.;PR;DA MANHA EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
FLORAO ALIMENTOS LTDA.;PR;DA MANHA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
FLORAO ALIMENTOS LTDA.;PR;ESPRESSIATA 100% ARABICA;GR;Pureza, Qualidade;Gourmet
FLORAO ALIMENTOS LTDA.;PR;ESPRESSIATA 100% ARABICA;TM;Pureza, Qualidade;Tradicional
FLORAO ALIMENTOS LTDA.;PR;ESPRESSIATA EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
FLORAO ALIMENTOS LTDA.;PR;ESPRESSIATA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
FLORAO ALIMENTOS LTDA.;PR;FLORAO EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
FLORAO ALIMENTOS LTDA.;PR;GHINI;TM;Pureza, Qualidade;Gourmet
FLORAO ALIMENTOS LTDA.;PR;GHINI;TM;Pureza, Qualidade;Gourmet
FLORAO ALIMENTOS LTDA.;PR;GHINI GRAO;GR;Pureza, Qualidade;Gourmet
FLORAO ALIMENTOS LTDA.;PR;ITUANO ESPRESSO GOURMET;TM;Pureza, Qualidade;Gourmet
FLORAO ALIMENTOS LTDA.;PR;ITUANO ESPRESSO GOURMET;GR;Pureza, Qualidade;Gourmet
FLORAO ALIMENTOS LTDA.;PR;ITUANO ESPRESSO SUPERIOR;TM;Pureza, Qualidade;Superior
FLORAO ALIMENTOS LTDA.;PR;ITUANO ESPRESSO SUPERIOR;GR;Pureza, Qualidade;Superior
FLORAO ALIMENTOS LTDA.;PR;ITUANO EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
FLORAO ALIMENTOS LTDA.;PR;ITUANO TRADICIONAL;TM;Pureza, Qualidade;Tradicional
FLORAO ALIMENTOS LTDA.;PR;JACOMAR;TM;Pureza, Qualidade;Extraforte
FLORAO ALIMENTOS LTDA.;PR;NO BULE EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
FLORAO ALIMENTOS LTDA.;PR;NO BULE TRADICIONAL;TM;Pureza, Qualidade;Tradicional
FLORAO ALIMENTOS LTDA.;PR;PAULISTA EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
FLORAO ALIMENTOS LTDA.;PR;PAULISTA TRADICIONAL;TM;Pureza, Qualidade;Tradicional
FLORAO ALIMENTOS LTDA.;PR;PEDROSO EXTRAFORTE;TM;Pureza, Qualidade;Tradicional
FLORAO ALIMENTOS LTDA.;PR;PLATINENSE EXTRAFORTE;TM;Pureza, Qualidade;Extraforte
FLORAO ALIMENTOS LTDA.;PR;PLATINENSE TRADICIONAL;TM;Pureza, Qualidade;Tradicional
FLORAO ALIMENTOS LTDA.;PR;POPULAR;TM;Pureza, Qualidade;Extraforte
FLORAO ALIMENTOS LTDA.;PR;PROTORK;GR;Pureza, Qualidade;Gourmet
FLORAO ALIMENTOS LTDA.;PR;PROTORK;TM;Pureza, Qualidade;Gourmet
FLORAO ALIMENTOS LTDA.;PR;PROTORK CLASSICO;TM;Pureza, Qualidade;Tradicional
FLORAO ALIMENTOS LTDA.;PR;PUBLIC;TM;Pureza, Qualidade;Extraforte
FLORAO ALIMENTOS LTDA.;PR;SAN EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
FLORAO ALIMENTOS LTDA.;PR;SAO PAULO EXTRA FORTE;TM;Pureza, Qualidade;Extraforte
